chr,source,feature,start,stop,score,strand,frame,identifier
chrXII,SGD,mRNA,413281,415527,.,+,.,YLR135W
chrXII,SGD,mRNA,415801,416658,.,-,.,YLR136C
chrXII,SGD,mRNA,417006,418109,.,+,.,YLR137W
chrXII,SGD,mRNA,418437,421394,.,+,.,YLR138W
chrXII,SGD,mRNA,421542,423473,.,-,.,YLR139C
chrXII,SGD,mRNA,423474,423800,.,+,.,YLR140W
chrXII,SGD,mRNA,423683,424774,.,+,.,YLR141W
chrXII,SGD,mRNA,425186,426616,.,+,.,YLR142W
chrXII,SGD,mRNA,427329,429386,.,+,.,YLR143W
chrXII,SGD,mRNA,429677,432016,.,-,.,YLR144C
chrXII,SGD,mRNA,432168,432773,.,+,.,YLR145W
chrXII,SGD,mRNA,432823,433725,.,-,.,YLR146C
chrXII,SGD,mRNA,433870,434058,.,+,.,YLR146W-A
chrXII,SGD,mRNA,434158,434463,.,-,.,YLR147C
chrXII,SGD,mRNA,434641,437397,.,+,.,YLR148W
chrXII,SGD,mRNA,437631,439823,.,-,.,YLR149C
chrXII,SGD,mRNA,440370,440456,.,-,.,YLR149C-A
chrXII,SGD,mRNA,440467,441288,.,+,.,YLR150W
chrXII,SGD,mRNA,441715,442737,.,-,.,YLR151C
chrXII,SGD,mRNA,442958,444688,.,-,.,YLR152C
chrXII,SGD,mRNA,445524,447575,.,-,.,YLR153C
chrXII,SGD,mRNA,447982,448314,.,-,.,YLR154C
chrXII,SGD,mRNA,452438,452623,.,+,.,YLR154W-A
chrXII,SGD,mRNA,454392,454556,.,+,.,YLR154W-B
chrXII,SGD,mRNA,454696,455070,.,+,.,YLR154W-C
chrXII,SGD,mRNA,455433,455636,.,+,.,YLR154W-E
chrXII,SGD,mRNA,455883,456023,.,+,.,YLR154W-F
chrXII,SGD,mRNA,462522,462671,.,-,.,YLR154C-G
chrXII,SGD,mRNA,468827,468958,.,-,.,YLR154C-H
chrXII,SGD,mRNA,469317,470405,.,-,.,YLR155C
chrXII,SGD,mRNA,472113,472457,.,+,.,YLR156W
chrXII,SGD,mRNA,472479,472610,.,-,.,YLR156C-A
chrXII,SGD,mRNA,472969,474057,.,-,.,YLR157C
chrXII,SGD,mRNA,475764,475976,.,+,.,YLR157W-D
chrXII,SGD,mRNA,481873,482037,.,+,.,YLR157W-E
chrXII,SGD,mRNA,482059,482190,.,-,.,YLR157C-C
chrXII,SGD,mRNA,482549,483637,.,-,.,YLR158C
chrXII,SGD,mRNA,485345,485689,.,+,.,YLR159W
chrXII,SGD,mRNA,485711,485842,.,-,.,YLR159C-A
chrXII,SGD,mRNA,486201,487289,.,-,.,YLR160C
chrXII,SGD,mRNA,488997,489341,.,+,.,YLR161W
chrXII,SGD,mRNA,489573,489929,.,+,.,YLR162W
chrXII,SGD,mRNA,490406,490594,.,+,.,YLR162W-A
chrXII,SGD,mRNA,491866,493254,.,-,.,YLR163C
chrXII,SGD,mRNA,492812,492925,.,+,.,YLR163W-A
chrXII,SGD,mRNA,493883,494389,.,+,.,YLR164W
chrXII,SGD,mRNA,494494,495258,.,-,.,YLR165C
chrXII,SGD,mRNA,495429,498044,.,-,.,YLR166C
chrXII,SGD,mRNA,498947,499405,.,+,.,YLR167W
chrXII,SGD,mRNA,499578,500270,.,-,.,YLR168C
chrXII,SGD,mRNA,500335,500688,.,+,.,YLR169W
chrXII,SGD,mRNA,500579,501049,.,-,.,YLR170C
chrXII,SGD,mRNA,500733,501122,.,+,.,YLR171W
chrXII,SGD,mRNA,501260,502162,.,-,.,YLR172C
chrXII,SGD,mRNA,502421,504247,.,+,.,YLR173W
chrXII,SGD,mRNA,504591,505829,.,+,.,YLR174W
chrXII,SGD,mRNA,506134,507585,.,+,.,YLR175W
chrXII,SGD,mRNA,507797,510232,.,-,.,YLR176C
chrXII,SGD,mRNA,511054,512940,.,+,.,YLR177W
chrXII,SGD,mRNA,513162,513821,.,-,.,YLR178C
chrXII,SGD,mRNA,514108,514713,.,-,.,YLR179C
chrXII,SGD,mRNA,515262,516410,.,+,.,YLR180W
chrXII,SGD,mRNA,516678,517670,.,-,.,YLR181C
chrXII,SGD,mRNA,517940,520351,.,+,.,YLR182W
chrXII,SGD,mRNA,520543,522012,.,-,.,YLR183C
chrXII,SGD,mRNA,522106,522453,.,+,.,YLR184W
chrXII,SGD,mRNA,522663,523288,.,+,.,YLR185W
chrXII,SGD,mRNA,523632,524390,.,+,.,YLR186W
chrXII,SGD,mRNA,524865,527945,.,+,.,YLR187W
chrXII,SGD,mRNA,528300,530387,.,+,.,YLR188W
chrXII,SGD,mRNA,530797,534393,.,-,.,YLR189C
chrXII,SGD,mRNA,535214,536689,.,+,.,YLR190W
chrXII,SGD,mRNA,537272,538432,.,+,.,YLR191W
chrXII,SGD,mRNA,538792,539589,.,-,.,YLR192C
chrXII,SGD,mRNA,540009,540536,.,-,.,YLR193C
chrXII,SGD,mRNA,540809,541573,.,-,.,YLR194C
chrXII,SGD,mRNA,541937,543304,.,-,.,YLR195C
chrXII,SGD,mRNA,543968,545698,.,+,.,YLR196W
chrXII,SGD,mRNA,546097,547611,.,+,.,YLR197W
chrXII,SGD,mRNA,547286,547645,.,-,.,YLR198C
chrXII,SGD,mRNA,547853,548769,.,-,.,YLR199C
chrXII,SGD,mRNA,549012,549356,.,+,.,YLR200W
chrXII,SGD,mRNA,549511,550293,.,-,.,YLR201C
chrXII,SGD,mRNA,550194,550636,.,-,.,YLR202C
chrXII,SGD,mRNA,550650,551960,.,-,.,YLR203C
chrXII,SGD,mRNA,552270,552605,.,+,.,YLR204W
chrXII,SGD,mRNA,552724,553677,.,-,.,YLR205C
chrXII,SGD,mRNA,554578,556419,.,+,.,YLR206W
chrXII,SGD,mRNA,556788,559289,.,+,.,YLR207W
chrXII,SGD,mRNA,559551,560444,.,+,.,YLR208W
chrXII,SGD,mRNA,560797,561732,.,-,.,YLR209C
chrXII,SGD,mRNA,562008,563390,.,+,.,YLR210W
chrXII,SGD,mRNA,563792,564531,.,-,.,YLR211C
chrXII,SGD,mRNA,564860,566281,.,-,.,YLR212C
chrXII,SGD,mRNA,566654,567922,.,-,.,YLR213C
chrXII,SGD,mRNA,568567,570627,.,+,.,YLR214W
chrXII,SGD,mRNA,570776,571858,.,-,.,YLR215C
chrXII,SGD,mRNA,572096,573211,.,-,.,YLR216C
chrXII,SGD,mRNA,572909,573232,.,+,.,YLR217W
chrXII,SGD,mRNA,573466,573918,.,-,.,YLR218C
chrXII,SGD,mRNA,574151,576337,.,+,.,YLR219W
chrXII,SGD,mRNA,576825,577793,.,+,.,YLR220W
chrXII,SGD,mRNA,578362,579024,.,-,.,YLR221C
chrXII,SGD,mRNA,579318,581771,.,-,.,YLR222C
chrXII,SGD,mRNA,582006,582236,.,-,.,YLR222C-A
chrXII,SGD,mRNA,582233,585490,.,-,.,YLR223C
chrXII,SGD,mRNA,586464,587573,.,+,.,YLR224W
chrXII,SGD,mRNA,587695,588918,.,-,.,YLR225C
chrXII,SGD,mRNA,589354,590541,.,+,.,YLR226W
chrXII,SGD,mRNA,590562,592043,.,-,.,YLR227C
chrXII,SGD,mRNA,600019,602463,.,-,.,YLR228C
chrXII,SGD,mRNA,604212,604787,.,-,.,YLR229C
chrXII,SGD,mRNA,604574,604879,.,+,.,YLR230W
chrXII,SGD,mRNA,605758,607119,.,-,.,YLR231C
chrXII,SGD,mRNA,606830,607177,.,+,.,YLR232W
chrXII,SGD,mRNA,607425,609524,.,-,.,YLR233C
chrXII,SGD,mRNA,609783,611753,.,+,.,YLR234W
chrXII,SGD,mRNA,611532,611930,.,-,.,YLR235C
chrXII,SGD,mRNA,611794,612117,.,-,.,YLR236C
chrXII,SGD,mRNA,612367,614163,.,+,.,YLR237W
chrXII,SGD,mRNA,614755,616191,.,+,.,YLR238W
chrXII,SGD,mRNA,616332,617318,.,-,.,YLR239C
chrXII,SGD,mRNA,617533,620160,.,+,.,YLR240W
chrXII,SGD,mRNA,620473,622821,.,+,.,YLR241W
chrXII,SGD,mRNA,622918,623883,.,-,.,YLR242C
chrXII,SGD,mRNA,624203,625021,.,+,.,YLR243W
chrXII,SGD,mRNA,625168,626331,.,-,.,YLR244C
chrXII,SGD,mRNA,626502,626930,.,-,.,YLR245C
chrXII,SGD,mRNA,627118,628197,.,+,.,YLR246W
chrXII,SGD,mRNA,628684,633354,.,-,.,YLR247C
chrXII,SGD,mRNA,634252,636084,.,+,.,YLR248W
chrXII,SGD,mRNA,636780,639914,.,+,.,YLR249W
chrXII,SGD,mRNA,640317,641021,.,+,.,YLR250W
chrXII,SGD,mRNA,641464,642057,.,+,.,YLR251W
chrXII,SGD,mRNA,641957,642262,.,+,.,YLR252W
chrXII,SGD,mRNA,642627,644336,.,+,.,YLR253W
chrXII,SGD,mRNA,644404,644973,.,-,.,YLR254C
chrXII,SGD,mRNA,645600,645953,.,-,.,YLR255C
chrXII,SGD,mRNA,646415,650923,.,+,.,YLR256W
chrXII,SGD,mRNA,658826,659791,.,+,.,YLR257W
chrXII,SGD,mRNA,660716,662833,.,+,.,YLR258W
chrXII,SGD,mRNA,663284,665002,.,-,.,YLR259C
chrXII,SGD,mRNA,665844,667907,.,+,.,YLR260W
chrXII,SGD,mRNA,668237,668563,.,-,.,YLR261C
chrXII,SGD,mRNA,668244,668891,.,-,.,YLR262C
chrXII,SGD,mRNA,669468,669662,.,-,.,YLR262C-A
chrXII,SGD,mRNA,670340,672823,.,+,.,YLR263W
chrXII,SGD,mRNA,673131,673334,.,+,.,YLR264W
chrXII,SGD,mRNA,673828,673944,.,-,.,YLR264C-A
chrXII,SGD,mRNA,674427,675455,.,-,.,YLR265C
chrXII,SGD,mRNA,675619,677724,.,-,.,YLR266C
chrXII,SGD,mRNA,678212,679924,.,+,.,YLR267W
chrXII,SGD,mRNA,680200,680844,.,+,.,YLR268W
chrXII,SGD,mRNA,680866,681216,.,-,.,YLR269C
chrXII,SGD,mRNA,681186,682238,.,+,.,YLR270W
chrXII,SGD,mRNA,682737,683561,.,+,.,YLR271W
chrXII,SGD,mRNA,683672,687202,.,-,.,YLR272C
chrXII,SGD,mRNA,689083,691029,.,-,.,YLR273C
chrXII,SGD,mRNA,691555,693882,.,+,.,YLR274W
chrXII,SGD,mRNA,694378,694800,.,+,.,YLR275W
chrXII,SGD,mRNA,695046,696830,.,-,.,YLR276C
chrXII,SGD,mRNA,697156,699495,.,-,.,YLR277C
chrXII,SGD,mRNA,699999,704024,.,-,.,YLR278C
chrXII,SGD,mRNA,704309,704698,.,+,.,YLR279W
chrXII,SGD,mRNA,704483,704833,.,-,.,YLR280C
chrXII,SGD,mRNA,704493,704960,.,-,.,YLR281C
chrXII,SGD,mRNA,705071,705412,.,-,.,YLR282C
chrXII,SGD,mRNA,705186,706130,.,+,.,YLR283W
chrXII,SGD,mRNA,706198,707040,.,-,.,YLR284C
chrXII,SGD,mRNA,707360,708145,.,+,.,YLR285W
chrXII,SGD,mRNA,708168,708338,.,-,.,YLR285C-A
chrXII,SGD,mRNA,708448,710136,.,-,.,YLR286C
chrXII,SGD,mRNA,708562,708696,.,+,.,YLR286W-A
chrXII,SGD,mRNA,710991,712058,.,-,.,YLR287C
chrXII,SGD,mRNA,712537,713158,.,-,.,YLR287C-A
chrXII,SGD,mRNA,713480,714904,.,-,.,YLR288C
chrXII,SGD,mRNA,715089,717026,.,+,.,YLR289W
chrXII,SGD,mRNA,717145,717978,.,-,.,YLR290C
chrXII,SGD,mRNA,718317,719462,.,-,.,YLR291C
chrXII,SGD,mRNA,719789,720370,.,-,.,YLR292C
chrXII,SGD,mRNA,720771,721430,.,-,.,YLR293C
chrXII,SGD,mRNA,721701,722030,.,-,.,YLR294C
chrXII,SGD,mRNA,721999,722373,.,-,.,YLR295C
chrXII,SGD,mRNA,722978,723304,.,+,.,YLR296W
chrXII,SGD,mRNA,724044,724433,.,+,.,YLR297W
chrXII,SGD,mRNA,724721,725416,.,-,.,YLR298C
chrXII,SGD,mRNA,726069,728051,.,+,.,YLR299W
chrXII,SGD,mRNA,727911,728003,.,-,.,YLR299C-A
chrXII,SGD,mRNA,728955,730301,.,+,.,YLR300W
chrXII,SGD,mRNA,730825,731559,.,+,.,YLR301W
chrXII,SGD,mRNA,732191,732553,.,-,.,YLR302C
chrXII,SGD,mRNA,732542,733876,.,+,.,YLR303W
chrXII,SGD,mRNA,735212,737548,.,-,.,YLR304C
chrXII,SGD,mRNA,738161,743863,.,-,.,YLR305C
chrXII,SGD,mRNA,744151,744851,.,+,.,YLR306W
chrXII,SGD,mRNA,745620,746525,.,+,.,YLR307W
chrXII,SGD,mRNA,746848,747111,.,-,.,YLR307C-A
chrXII,SGD,mRNA,747937,748875,.,+,.,YLR308W
chrXII,SGD,mRNA,749034,751769,.,-,.,YLR309C
chrXII,SGD,mRNA,752224,756993,.,-,.,YLR310C
chrXII,SGD,mRNA,757265,757612,.,-,.,YLR311C
chrXII,SGD,mRNA,757637,758833,.,-,.,YLR312C
chrXII,SGD,mRNA,759480,760241,.,+,.,YLR312W-A
chrXII,SGD,mRNA,760750,762342,.,-,.,YLR313C
chrXII,SGD,mRNA,762575,764137,.,-,.,YLR314C
chrXII,SGD,mRNA,764808,765269,.,+,.,YLR315W
chrXII,SGD,mRNA,765266,766358,.,-,.,YLR316C
chrXII,SGD,mRNA,765655,766089,.,+,.,YLR317W
chrXII,SGD,mRNA,766542,769196,.,+,.,YLR318W
chrXII,SGD,mRNA,769318,771684,.,-,.,YLR319C
chrXII,SGD,mRNA,771940,776304,.,+,.,YLR320W
chrXII,SGD,mRNA,776584,777864,.,-,.,YLR321C
chrXII,SGD,mRNA,777628,777942,.,+,.,YLR322W
chrXII,SGD,mRNA,778173,778952,.,-,.,YLR323C
chrXII,SGD,mRNA,779215,780786,.,+,.,YLR324W
chrXII,SGD,mRNA,781143,781379,.,-,.,YLR325C
chrXII,SGD,mRNA,782174,782896,.,+,.,YLR326W
chrXII,SGD,mRNA,783127,783387,.,-,.,YLR327C
chrXII,SGD,mRNA,784913,786118,.,+,.,YLR328W
chrXII,SGD,mRNA,786442,787333,.,+,.,YLR329W
chrXII,SGD,mRNA,787664,789679,.,+,.,YLR330W
chrXII,SGD,mRNA,790669,791046,.,-,.,YLR331C
chrXII,SGD,mRNA,790676,791806,.,+,.,YLR332W
chrXII,SGD,mRNA,795573,796335,.,-,.,YLR333C
chrXII,SGD,mRNA,796698,797078,.,-,.,YLR334C
chrXII,SGD,mRNA,797430,799592,.,+,.,YLR335W
chrXII,SGD,mRNA,799697,802396,.,-,.,YLR336C
chrXII,SGD,mRNA,802653,805106,.,-,.,YLR337C
chrXII,SGD,mRNA,804346,805203,.,+,.,YLR338W
chrXII,SGD,mRNA,805784,806335,.,-,.,YLR339C
chrXII,SGD,mRNA,805887,806825,.,+,.,YLR340W
chrXII,SGD,mRNA,807385,808818,.,+,.,YLR341W
chrXII,SGD,mRNA,809997,815627,.,+,.,YLR342W
chrXII,SGD,mRNA,815810,815983,.,+,.,YLR342W-A
chrXII,SGD,mRNA,816094,817761,.,+,.,YLR343W
chrXII,SGD,mRNA,819312,820142,.,+,.,YLR344W
chrXII,SGD,mRNA,820511,822040,.,+,.,YLR345W
chrXII,SGD,mRNA,822287,822592,.,-,.,YLR346C
chrXII,SGD,mRNA,823828,826413,.,-,.,YLR347C
chrXII,SGD,mRNA,824789,824929,.,+,.,YLR347W-A
chrXII,SGD,mRNA,826977,827873,.,-,.,YLR348C
chrXII,SGD,mRNA,827521,828027,.,+,.,YLR349W
chrXII,SGD,mRNA,828730,829380,.,+,.,YLR350W
chrXII,SGD,mRNA,829489,830364,.,-,.,YLR351C
chrXII,SGD,mRNA,831116,833539,.,+,.,YLR352W
chrXII,SGD,mRNA,834352,836163,.,+,.,YLR353W
chrXII,SGD,mRNA,836350,837357,.,-,.,YLR354C
chrXII,SGD,mRNA,838066,839253,.,-,.,YLR355C
chrXII,SGD,mRNA,840321,840914,.,+,.,YLR356W
chrXII,SGD,mRNA,841331,844000,.,+,.,YLR357W
chrXII,SGD,mRNA,843487,844050,.,-,.,YLR358C
chrXII,SGD,mRNA,844282,845730,.,+,.,YLR359W
chrXII,SGD,mRNA,846103,847422,.,+,.,YLR360W
chrXII,SGD,mRNA,847388,849124,.,-,.,YLR361C
chrXII,SGD,mRNA,849383,849679,.,-,.,YLR361C-A
chrXII,SGD,mRNA,849866,852019,.,+,.,YLR362W
chrXII,SGD,mRNA,852495,853151,.,-,.,YLR363C
chrXII,SGD,mRNA,853461,853718,.,+,.,YLR363W-A
chrXII,SGD,mRNA,854062,854391,.,+,.,YLR364W
chrXII,SGD,mRNA,855199,855531,.,+,.,YLR365W
chrXII,SGD,mRNA,855523,855645,.,-,.,YLR364C-A
chrXII,SGD,mRNA,855538,855843,.,+,.,YLR366W
chrXII,SGD,mRNA,855878,857317,.,+,.,YLR367W
chrXII,SGD,mRNA,857540,859336,.,+,.,YLR368W
chrXII,SGD,mRNA,859552,861525,.,+,.,YLR369W
chrXII,SGD,mRNA,861718,862254,.,-,.,YLR370C
chrXII,SGD,mRNA,862714,866784,.,+,.,YLR371W
chrXII,SGD,mRNA,867354,868391,.,+,.,YLR372W
chrXII,SGD,mRNA,868662,871367,.,-,.,YLR373C
chrXII,SGD,mRNA,871453,871842,.,-,.,YLR374C
chrXII,SGD,mRNA,871697,872728,.,+,.,YLR375W
chrXII,SGD,mRNA,872826,873554,.,-,.,YLR376C
chrXII,SGD,mRNA,873746,874792,.,-,.,YLR377C
chrXII,SGD,mRNA,875736,877178,.,-,.,YLR378C
chrXII,SGD,mRNA,876922,877296,.,+,.,YLR379W
chrXII,SGD,mRNA,878282,879508,.,+,.,YLR380W
chrXII,SGD,mRNA,879723,881924,.,+,.,YLR381W
chrXII,SGD,mRNA,882067,884751,.,-,.,YLR382C
chrXII,SGD,mRNA,885288,888632,.,+,.,YLR383W
chrXII,SGD,mRNA,888851,892900,.,-,.,YLR384C
chrXII,SGD,mRNA,892992,893390,.,-,.,YLR385C
chrXII,SGD,mRNA,893628,896270,.,+,.,YLR386W
chrXII,SGD,mRNA,896374,897672,.,-,.,YLR387C
chrXII,SGD,mRNA,898158,898821,.,+,.,YLR388W
chrXII,SGD,mRNA,899577,902660,.,-,.,YLR389C
chrXII,SGD,mRNA,903066,903404,.,+,.,YLR390W
chrXII,SGD,mRNA,903724,904440,.,+,.,YLR390W-A
chrXII,SGD,mRNA,904749,906305,.,-,.,YLR392C
chrXII,SGD,mRNA,907079,907918,.,+,.,YLR393W
chrXII,SGD,mRNA,907950,909398,.,+,.,YLR394W
chrXII,SGD,mRNA,909729,909965,.,-,.,YLR395C
chrXII,SGD,mRNA,910235,912310,.,-,.,YLR396C
chrXII,SGD,mRNA,912550,914892,.,-,.,YLR397C
chrXII,SGD,mRNA,915156,919019,.,-,.,YLR398C
chrXII,SGD,mRNA,919536,921596,.,-,.,YLR399C
chrXII,SGD,mRNA,920869,920973,.,+,.,YLR399W-A
chrXII,SGD,mRNA,922063,922536,.,+,.,YLR400W
chrXII,SGD,mRNA,922442,924448,.,-,.,YLR401C
chrXII,SGD,mRNA,924889,925080,.,+,.,YLR402W
chrXII,SGD,mRNA,925568,927619,.,+,.,YLR403W
chrXII,SGD,mRNA,928743,929600,.,+,.,YLR404W
chrXII,SGD,mRNA,929789,930892,.,+,.,YLR405W
chrXII,SGD,mRNA,931065,931755,.,-,.,YLR406C
chrXII,SGD,mRNA,932206,932355,.,-,.,YLR406C-A
chrXII,SGD,mRNA,932967,933653,.,+,.,YLR407W
chrXII,SGD,mRNA,933885,934253,.,-,.,YLR408C
chrXII,SGD,mRNA,934414,937233,.,-,.,YLR409C
chrXII,SGD,mRNA,937541,940981,.,+,.,YLR410W
chrXII,SGD,mRNA,947253,947978,.,+,.,YLR411W
chrXII,SGD,mRNA,948368,949192,.,+,.,YLR412W
chrXII,SGD,mRNA,950267,950473,.,-,.,YLR412C-A
chrXII,SGD,mRNA,951156,953183,.,+,.,YLR413W
chrXII,SGD,mRNA,953353,954144,.,-,.,YLR414C
chrXII,SGD,mRNA,954259,954597,.,-,.,YLR415C
chrXII,SGD,mRNA,954491,954889,.,-,.,YLR416C
chrXII,SGD,mRNA,955010,956710,.,+,.,YLR417W
chrXII,SGD,mRNA,956914,958095,.,-,.,YLR418C
chrXII,SGD,mRNA,958428,962735,.,+,.,YLR419W
chrXII,SGD,mRNA,963785,964879,.,+,.,YLR420W
chrXII,SGD,mRNA,965090,965560,.,-,.,YLR421C
chrXII,SGD,mRNA,965897,971695,.,+,.,YLR422W
chrXII,SGD,mRNA,971917,973170,.,-,.,YLR423C
chrXII,SGD,mRNA,973395,975521,.,+,.,YLR424W
chrXII,SGD,mRNA,982894,986817,.,+,.,YLR425W
chrXII,SGD,mRNA,987062,988113,.,+,.,YLR426W
chrXII,SGD,mRNA,988428,990440,.,+,.,YLR427W
chrXII,SGD,mRNA,990617,990961,.,-,.,YLR428C
chrXII,SGD,mRNA,990777,992732,.,+,.,YLR429W
chrXII,SGD,mRNA,993434,1000129,.,+,.,YLR430W
chrXII,SGD,mRNA,1000342,1001703,.,-,.,YLR431C
chrXII,SGD,mRNA,1002557,1004128,.,+,.,YLR432W
chrXII,SGD,mRNA,1004347,1006008,.,-,.,YLR433C
chrXII,SGD,mRNA,1006025,1006408,.,-,.,YLR434C
chrXII,SGD,mRNA,1006378,1006995,.,+,.,YLR435W
chrXII,SGD,mRNA,1007421,1011245,.,-,.,YLR436C
chrXII,SGD,mRNA,1011622,1012023,.,-,.,YLR437C
chrXII,SGD,mRNA,1012459,1012686,.,-,.,YLR437C-A
chrXII,SGD,mRNA,1012501,1013775,.,+,.,YLR438W
chrXII,SGD,mRNA,1013909,1014178,.,-,.,YLR438C-A
chrXII,SGD,mRNA,1014491,1015450,.,+,.,YLR439W
chrXII,SGD,mRNA,1015568,1017697,.,-,.,YLR440C
chrXII,SGD,mRNA,1018141,1018908,.,-,.,YLR441C
chrXII,SGD,mRNA,1019315,1022251,.,-,.,YLR442C
chrXII,SGD,mRNA,1022625,1023971,.,+,.,YLR443W
chrXII,SGD,mRNA,1023686,1023988,.,-,.,YLR444C
chrXII,SGD,mRNA,1024189,1024837,.,+,.,YLR445W
chrXII,SGD,mRNA,1025214,1026515,.,+,.,YLR446W
chrXII,SGD,mRNA,1026856,1027893,.,-,.,YLR447C
chrXII,SGD,mRNA,1028854,1029768,.,+,.,YLR448W
chrXII,SGD,mRNA,1030834,1032012,.,+,.,YLR449W
chrXII,SGD,mRNA,1032627,1035764,.,+,.,YLR450W
chrXII,SGD,mRNA,1036093,1038753,.,+,.,YLR451W
chrXII,SGD,mRNA,1039270,1041366,.,-,.,YLR452C
chrXII,SGD,mRNA,1041799,1042986,.,-,.,YLR453C
chrXII,SGD,mRNA,1043998,1051884,.,+,.,YLR454W
chrXII,SGD,mRNA,1053629,1054543,.,+,.,YLR455W
chrXII,SGD,mRNA,1055070,1055684,.,+,.,YLR456W
chrXII,SGD,mRNA,1055812,1056771,.,-,.,YLR457C
chrXII,SGD,mRNA,1056455,1056835,.,+,.,YLR458W
chrXII,SGD,mRNA,1057334,1058518,.,+,.,YLR459W
chrXII,SGD,mRNA,1059757,1060887,.,-,.,YLR460C
chrXII,SGD,mRNA,1062919,1063281,.,+,.,YLR461W
chrXII,SGD,mRNA,1065956,1066564,.,+,.,YLR462W
chrXII,SGD,mRNA,1066265,1066816,.,-,.,YLR463C
chrXII,SGD,mRNA,1066572,1067501,.,+,.,YLR464W
chrXII,SGD,mRNA,1067045,1067353,.,-,.,YLR465C
chrXII,SGD,mRNA,1067087,1071235,.,+,.,YLR466W
chrXII,SGD,mRNA,1070387,1070869,.,-,.,YLR466C-A
chrXII,SGD,mRNA,1071594,1071710,.,-,.,YLR466C-B
chrXII,SGD,mRNA,1072508,1077898,.,+,.,YLR467W
chrXII,SGD,mRNA,1077050,1077532,.,-,.,YLR467C-A
chrXIII,SGD,mRNA,461,4684,.,-,.,YML133C
chrXIII,SGD,mRNA,827,1309,.,+,.,YML133W-B
chrXIII,SGD,mRNA,1610,2185,.,+,.,YML133W-A
chrXIII,SGD,mRNA,7244,8383,.,+,.,YML132W
chrXIII,SGD,mRNA,10198,11295,.,+,.,YML131W
chrXIII,SGD,mRNA,11483,13174,.,-,.,YML130C
chrXIII,SGD,mRNA,14541,14753,.,-,.,YML129C
chrXIII,SGD,mRNA,15135,16676,.,-,.,YML128C
chrXIII,SGD,mRNA,17064,18809,.,+,.,YML127W
chrXIII,SGD,mRNA,19060,20535,.,-,.,YML126C
chrXIII,SGD,mRNA,20761,21699,.,-,.,YML125C
chrXIII,SGD,mRNA,22048,23683,.,-,.,YML124C
chrXIII,SGD,mRNA,24037,25800,.,-,.,YML123C
chrXIII,SGD,mRNA,26038,26418,.,-,.,YML122C
chrXIII,SGD,mRNA,26930,27862,.,+,.,YML121W
chrXIII,SGD,mRNA,28266,29807,.,-,.,YML120C
chrXIII,SGD,mRNA,30611,31684,.,+,.,YML119W
chrXIII,SGD,mRNA,32334,33851,.,+,.,YML118W
chrXIII,SGD,mRNA,34243,37647,.,+,.,YML117W
chrXIII,SGD,mRNA,37472,37774,.,+,.,YML116W-A
chrXIII,SGD,mRNA,38196,39824,.,+,.,YML116W
chrXIII,SGD,mRNA,40187,41794,.,-,.,YML115C
chrXIII,SGD,mRNA,42043,43575,.,-,.,YML114C
chrXIII,SGD,mRNA,44045,44791,.,+,.,YML113W
chrXIII,SGD,mRNA,45063,45953,.,+,.,YML112W
chrXIII,SGD,mRNA,46942,49704,.,+,.,YML111W
chrXIII,SGD,mRNA,50031,50954,.,-,.,YML110C
chrXIII,SGD,mRNA,51640,54468,.,+,.,YML109W
chrXIII,SGD,mRNA,54793,55110,.,+,.,YML108W
chrXIII,SGD,mRNA,55265,56269,.,-,.,YML107C
chrXIII,SGD,mRNA,56773,57453,.,+,.,YML106W
chrXIII,SGD,mRNA,57866,58687,.,-,.,YML105C
chrXIII,SGD,mRNA,58939,62322,.,-,.,YML104C
chrXIII,SGD,mRNA,62582,67549,.,-,.,YML103C
chrXIII,SGD,mRNA,68294,69700,.,+,.,YML102W
chrXIII,SGD,mRNA,69409,69726,.,-,.,YML101C-A
chrXIII,SGD,mRNA,69735,70088,.,-,.,YML101C
chrXIII,SGD,mRNA,70138,70311,.,+,.,YML100W-A
chrXIII,SGD,mRNA,70624,73920,.,+,.,YML100W
chrXIII,SGD,mRNA,74229,74558,.,+,.,YML099W-A
chrXIII,SGD,mRNA,74398,77040,.,-,.,YML099C
chrXIII,SGD,mRNA,77267,77770,.,+,.,YML098W
chrXIII,SGD,mRNA,78335,79690,.,-,.,YML097C
chrXIII,SGD,mRNA,79909,81486,.,+,.,YML096W
chrXIII,SGD,mRNA,81481,82113,.,-,.,YML095C
chrXIII,SGD,mRNA,82219,82620,.,-,.,YML094C-A
chrXIII,SGD,mRNA,82275,82849,.,+,.,YML094W
chrXIII,SGD,mRNA,83090,85789,.,+,.,YML093W
chrXIII,SGD,mRNA,85987,86739,.,-,.,YML092C
chrXIII,SGD,mRNA,87123,90731,.,-,.,YML091C
chrXIII,SGD,mRNA,90744,91130,.,+,.,YML090W
chrXIII,SGD,mRNA,91041,91409,.,-,.,YML089C
chrXIII,SGD,mRNA,92235,94241,.,+,.,YML088W
chrXIII,SGD,mRNA,94431,95369,.,-,.,YML087C
chrXIII,SGD,mRNA,95791,97371,.,-,.,YML086C
chrXIII,SGD,mRNA,97941,99400,.,-,.,YML085C
chrXIII,SGD,mRNA,99489,99797,.,+,.,YML084W
chrXIII,SGD,mRNA,99794,101050,.,-,.,YML083C
chrXIII,SGD,mRNA,101862,103811,.,+,.,YML082W
chrXIII,SGD,mRNA,103983,104162,.,-,.,YML081C-A
